"Treatment","Tree","Bloc","Traitement","PlantingYear","Plot","Pruned","ApogeeBino","Apogee","Date","Cultivar","Row","Shoot","Score","exsudat","Length","croissance","Observation","Year","Subject","Time","ScoreFactor","Growing","Alive","Growth","Exsudat","Exsudate"
"F",8,"I","Apogee symptomes sans taille","2011","F.I","No","Yes","Symptom",2019-07-05,"cortland",1,22,4,"Oui",3,"MORT",2019-07-05,"2019",6,-2015,"4","Dead",0,0,"Oui",1
"F",8,"I","Apogee symptomes sans taille","2011","F.I","No","Yes","Symptom",2019-07-05,"cortland",1,23,2,"Oui",0,"Oui",2019-07-05,"2019",6,-2015,"2","Yes",1,1,"Oui",1
"F",8,"I","Apogee symptomes sans taille","2011","F.I","No","Yes","Symptom",2019-07-05,"cortland",1,24,4,"Oui",15,"MORT",2019-07-05,"2019",6,-2015,"4","Dead",0,0,"Oui",1
"F",8,"I","Apogee symptomes sans taille","2011","F.I","No","Yes","Symptom",2019-07-05,"cortland",1,25,4,"Oui",4,"MORT",2019-07-05,"2019",6,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,1,2,"Oui",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,2,3,"Oui",1.5,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,3,2,"non",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Non",0
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,4,2,"non",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Non",0
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,5,3,"Oui",1.5,"non",NA,"2018",7,-2016,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,6,3,"Oui",5,"non",NA,"2018",7,-2016,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,7,3,"Oui",4.5,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,8,3,"Oui",4,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,9,2,"Oui",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,10,2,"Oui",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,11,2,"Oui",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,12,3,"Oui",4.5,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,13,2,"Oui",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,14,3,"Oui",3.5,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,15,2,"Oui",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,16,3,"Oui",2.5,"non",NA,"2018",7,-2016,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,17,3,"Oui",2,"non",NA,"2018",7,-2016,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,18,2,"non",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Non",0
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,19,3,"Oui",5.5,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,20,2,"Oui",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,21,4,"Oui",6,"mort",NA,"2018",7,-2016,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,22,3,"Oui",3,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,23,2,"non",0,"non",NA,"2018",7,-2016,"2","No",1,0,"Non",0
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,24,2,"Oui",0,"oui",NA,"2018",7,-2016,"2","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2018-06-22,"Cortland",3,25,3,"Oui",4,"oui",NA,"2018",7,-2016,"3","Yes",1,1,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,1,3,"Oui",4,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,2,4,"Oui",13.5,"Oui",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,3,4,"Oui",9,"Oui",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,4,3,"Oui",3,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,5,4,"Oui",5,"Oui",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,6,4,"Oui",9,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,7,4,"Oui",16,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,8,3,"Oui",4,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,9,4,"Oui",4,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,10,3,"Oui",3,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,11,2,"Oui",0,"Non",2019-07-05,"2019",7,-2015,"2","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,12,4,"Oui",8,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,13,4,"Oui",6,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,14,3,"Oui",7,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,15,4,"Oui",8,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,16,4,"Oui",11,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,17,3,"Oui",4,"Non",2019-07-05,"2019",7,-2015,"3","No",1,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,18,4,"Non",7,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Non",0
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,19,4,"Oui",8,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,20,4,"Oui",7,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,21,4,"Oui",8,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,22,4,"Oui",5,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,23,4,"Oui",12,"MORT",2019-07-05,"2019",7,-2015,"4","Dead",0,0,"Oui",1
"A",12,"II","témoin avec taille","2017","A.II","Yes","No","None",2019-07-05,"cortland",3,24,3,"Oui",5,"Oui",2019-07-05,"2019",7,-2015,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,1,3,"Oui",1,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,2,4,"non",2,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,3,3,"Oui",3,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,4,2,"Oui",0,"oui",NA,"2018",8,-2016,"2","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,5,4,"Oui",6,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,6,4,"Oui",4.5,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,7,3,"Oui",5,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,8,2,"Oui",0,"oui",NA,"2018",8,-2016,"2","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,9,4,"Oui",9.5,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,10,3,"Oui",1.5,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,11,4,"non",4,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,12,4,"non",3,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,13,4,"non",4,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,14,2,"non",0,"oui",NA,"2018",8,-2016,"2","Yes",1,1,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,15,2,"non",0,"oui",NA,"2018",8,-2016,"2","Yes",1,1,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,16,2,"non",0,"non",NA,"2018",8,-2016,"2","No",1,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,17,2,"Oui",0,"non",NA,"2018",8,-2016,"2","No",1,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,18,4,"Oui",6,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,19,4,"Oui",3,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,20,3,"Oui",4,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,21,3,"Oui",6,"oui",NA,"2018",8,-2016,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,22,4,"Oui",7,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,23,4,"Oui",5,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,24,2,"Oui",0,"oui",NA,"2018",8,-2016,"2","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2018-06-22,"Cortland",1,25,4,"Oui",8,"mort",NA,"2018",8,-2016,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,1,4,"Oui",14,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,2,4,"Oui",14.5,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,3,4,"Oui",9,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,4,4,"Oui",13,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,5,4,"Oui",10,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,6,4,"Oui",8,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,7,4,"Oui",7,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,8,4,"Oui",9,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,9,4,"Oui",6,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,10,4,"Oui",11,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,11,2,"Oui",0,"Non",2019-07-05,"2019",8,-2015,"2","No",1,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,12,3,"Oui",4,"Non",2019-07-05,"2019",8,-2015,"3","No",1,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,13,4,"Oui",11,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,14,3,"Oui",3,"Non",2019-07-05,"2019",8,-2015,"3","No",1,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,15,4,"Non",4,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,16,3,"Oui",6,"Non",2019-07-05,"2019",8,-2015,"3","No",1,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,17,4,"Non",9,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,18,4,"Oui",14,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,19,4,"Oui",12,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,20,4,"Oui",7,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,21,3,"Oui",6,"Oui",2019-07-05,"2019",8,-2015,"3","Yes",1,1,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,22,4,"Non",15,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Non",0
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,23,4,"Oui",14,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"B",22,"II","témoin sans taille","2011","B.II","No","No","None",2019-07-05,"cortland",1,24,4,"Oui",13,"MORT",2019-07-05,"2019",8,-2015,"4","Dead",0,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,1,4,"Oui",6,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,2,2,"non",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,3,2,"non",0,"non",NA,"2018",9,-2016,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,4,4,"Oui",3,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,5,2,"Oui",0,"non",NA,"2018",9,-2016,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,6,3,"Oui",1.5,"oui",NA,"2018",9,-2016,"3","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,7,2,"Oui",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,8,2,"non",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,9,3,"non",3,"oui",NA,"2018",9,-2016,"3","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,10,4,"Oui",5,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,11,4,"Oui",3,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,12,2,"non",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,13,4,"non",5,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,14,2,"non",0,"non",NA,"2018",9,-2016,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,15,2,"Oui",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,16,2,"Oui",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,17,4,"non",2,"mort",NA,"2018",9,-2016,"4","Dead",0,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,18,2,"non",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,19,2,"Oui",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,20,3,"Oui",3,"oui",NA,"2018",9,-2016,"3","Yes",1,1,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,21,2,"Oui",0,"non",NA,"2018",9,-2016,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2018-06-22,"Cortland",3,22,2,"non",0,"oui",NA,"2018",9,-2016,"2","Yes",1,1,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,1,2,"Oui",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,2,2,"Oui",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,3,3,"Oui",2,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,4,3,"Non",1,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,5,4,"Non",2,"MORT",2019-07-05,"2019",9,-2015,"4","Dead",0,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,6,3,"Non",1,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,7,3,"Non",1,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,8,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,9,2,"Oui",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,10,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,11,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,12,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,13,2,"Oui",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Oui",1
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,14,3,"Non",2,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,15,3,"Non",2,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,16,3,"Non",2,"Non",2019-07-05,"2019",9,-2015,"3","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,17,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,18,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,19,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,20,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,21,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
"C",14,"II","Apogee floraison avec taille","2017","C.II","Yes","Yes","Bloom",2019-07-05,"cortland",3,22,2,"Non",0,"Non",2019-07-05,"2019",9,-2015,"2","No",1,0,"Non",0
